GEOID,var,est,moe,type,description,source
13059002100,Inc100K_149K,165,106,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Inc10K_24K,358,127,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Inc150K_199K,75,45,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Inc25K_49K,172,81,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Inc50K_74K,141,93,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Inc75K_99K,81,54,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_ag,0,14,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_arts,415,150,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_const,83,59,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_edhlth,668,180,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_finan,119,64,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_info,32,24,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_manf,17,16,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_other,65,63,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_prof,117,71,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_pubad,19,20,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_retail,173,76,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_trans,45,44,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059002100,Ind_whlsl,11,16,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Inet_any,1306,203,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Inet_broad,1245,201,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Pov_Ov65,265,143,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Pov_Und18,202,76,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_AsnNH,215,98,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_BlkNH,207,173,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_Hisp,184,85,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_OthNH,0,14,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rce_WhtNH,3640,518,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Rent30,644,172,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Sch_grad,339,109,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Sch_Kpre,50,47,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Sch_ugrad,2452,393,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_car,811,158,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_carpool,46,38,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_home,104,62,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_noveh,57,45,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_pub,48,45,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_taxi,58,44,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059002100,Trn_walk,349,170,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Age05,132,77,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Age18_24,847,290,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Age18_64,1975,331,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059002200,AgeO65,172,85,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059002200,AgeU18,426,139,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_ba,496,171,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_hsgrad,69,53,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_lesshs,5,8,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_ma,316,122,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_prof_doc,245,99,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ed_somecol,237,82,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Empl_labor,1553,281,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Empl_unemp,12,13,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059002200,HInsur_FBNat,65,53,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059002200,HInsur_FBNC,179,168,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059002200,HInsur_Nat,1907,340,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059002200,HousOwn,621,173,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059002200,HousRent,1934,410,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc_10K,68,48,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc_200K,69,39,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc100K_149K,100,51,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc10K_24K,252,113,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc150K_199K,64,39,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc25K_49K,191,114,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc50K_74K,221,104,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Inc75K_99K,130,82,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_ag,0,14,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_arts,325,133,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_const,20,21,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_edhlth,743,198,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_finan,75,51,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_info,0,14,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_manf,35,34,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_other,37,30,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_prof,174,76,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_pubad,56,45,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_retail,108,51,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_trans,30,36,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059002200,Ind_whlsl,10,16,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Inet_any,1049,170,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Inet_broad,920,164,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Pov_Ov65,172,70,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Pov_Und18,426,155,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_AsnNH,223,216,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_BlkNH,79,66,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_Hisp,105,74,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_OthNH,15,26,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rce_WhtNH,2146,308,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Rent30,396,116,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Sch_grad,183,83,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Sch_Kpre,95,60,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Sch_ugrad,575,222,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_car,1103,244,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_carpool,68,47,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_home,229,152,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_noveh,0,14,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_pub,84,96,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_taxi,20,23,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059002200,Trn_walk,67,52,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Age05,0,20,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Age18_24,2286,727,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Age18_64,2499,752,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059030101,AgeO65,131,100,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059030101,AgeU18,145,120,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_ba,159,100,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_hsgrad,110,95,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_lesshs,38,64,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_ma,0,14,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_prof_doc,0,20,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ed_somecol,57,46,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Empl_labor,949,232,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Empl_unemp,0,14,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059030101,HInsur_FBNat,123,91,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059030101,HInsur_FBNC,14,23,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059030101,HInsur_Nat,2416,692,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059030101,HousOwn,27,47,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030101,HousRent,2748,692,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc_10K,435,228,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc_200K,0,14,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc100K_149K,0,20,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc10K_24K,355,174,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc150K_199K,0,14,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc25K_49K,166,112,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc50K_74K,38,43,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Inc75K_99K,0,14,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_ag,0,14,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_arts,255,155,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_const,0,14,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_edhlth,245,134,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_finan,0,14,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_info,20,32,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_manf,18,28,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_other,145,112,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_prof,92,78,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_pubad,56,83,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_retail,83,59,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_trans,44,68,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059030101,Ind_whlsl,18,30,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Inet_any,798,191,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Inet_broad,716,195,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Pov_Ov65,131,36,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Pov_Und18,145,147,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_AsnNH,97,72,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_BlkNH,91,88,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_Hisp,192,122,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_OthNH,0,14,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rce_WhtNH,2323,675,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Rent30,716,243,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Sch_grad,262,145,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Sch_Kpre,0,20,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Sch_ugrad,2036,767,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_car,793,283,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_carpool,0,14,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_home,18,30,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_noveh,0,14,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_pub,11,18,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_taxi,71,88,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059030101,Trn_walk,56,83,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Age05,127,100,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Age18_24,685,317,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Age18_64,1902,595,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059030102,AgeO65,206,159,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059030102,AgeU18,295,174,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_ba,537,288,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_hsgrad,436,204,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_lesshs,117,127,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_ma,62,55,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_prof_doc,38,74,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ed_somecol,470,279,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Empl_labor,1384,442,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Empl_unemp,116,87,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059030102,HInsur_FBNat,6,10,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059030102,HInsur_FBNC,28,50,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059030102,HInsur_Nat,1956,442,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059030102,HousOwn,566,355,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030102,HousRent,1837,440,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc_10K,290,175,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc_200K,0,14,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc100K_149K,102,104,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc10K_24K,351,213,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc150K_199K,0,14,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc25K_49K,282,147,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc50K_74K,285,153,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Inc75K_99K,0,14,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_ag,6,10,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_arts,152,94,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_const,12,20,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_edhlth,390,240,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_finan,157,152,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_info,0,14,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_manf,142,120,count,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_other,77,68,count,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_prof,153,126,count,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_pubad,154,166,count,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_retail,64,65,count,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_trans,25,31,count,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059030102,Ind_whlsl,0,14,count,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Inet_any,992,220,count,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Inet_broad,946,226,count,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Pov_Ov65,206,155,count,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Pov_Und18,295,190,count,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_AI,0,14,count,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_AsnNH,112,123,count,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_BlkNH,1298,562,count,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_Hisp,93,115,count,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_HPI,0,14,count,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_OthNH,0,14,count,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rce_WhtNH,900,290,count,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Rent30,537,212,count,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Sch_grad,304,200,count,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Sch_Kpre,0,20,count,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Sch_ugrad,376,225,count,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_car,902,329,count,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_carpool,0,14,count,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_home,51,58,count,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_noveh,339,385,count,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_pub,220,304,count,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_taxi,17,29,count,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059030102,Trn_walk,58,59,count,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Age05,234,123,count,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Age18_24,929,370,count,Age 18-24,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Age18_64,3068,506,count,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059030200,AgeO65,582,191,count,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059030200,AgeU18,1067,317,count,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_ba,518,231,count,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_hsgrad,725,236,count,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_lesshs,688,195,count,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_ma,157,76,count,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_prof_doc,65,73,count,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ed_somecol,583,184,count,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Empl_labor,2229,383,count,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Empl_unemp,176,142,count,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059030200,HInsur_FBNat,29,34,count,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059030200,HInsur_FBNC,37,36,count,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059030200,HInsur_Nat,3963,629,count,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059030200,HousOwn,1364,535,count,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030200,HousRent,3324,772,count,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc_10K,367,167,count,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc_200K,31,37,count,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc100K_149K,34,38,count,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc10K_24K,863,295,count,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc150K_199K,0,14,count,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc25K_49K,638,209,count,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc50K_74K,234,124,count,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Inc75K_99K,74,49,count,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_ag,0,14,count,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_arts,325,142,count,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_const,35,31,count,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_edhlth,650,244,count,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_finan,39,28,count,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059030200,Ind_info,43,43,count,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
