GEOID,var,est,moe,description,source
13059130500,Ed_ba,363,135,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ed_hsgrad,358,145,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ed_lesshs,237,117,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ed_ma,455,256,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ed_prof_doc,107,60,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ed_somecol,504,173,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Empl_labor,1333,319,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Empl_unemp,22,28,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059130500,HInsur_FBNat,91,67,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059130500,HInsur_FBNC,3,28,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059130500,HInsur_Nat,2410,711,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059130500,HousOwn,2181,676,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130500,HousRent,874,374,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc_10K,69,47,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc_200K,106,62,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc100K_149K,159,79,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc10K_24K,100,67,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc150K_199K,76,63,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc25K_49K,219,98,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc50K_74K,391,263,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Inc75K_99K,83,57,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_arts,86,73,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_const,34,39,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_edhlth,515,279,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_finan,12,22,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_info,21,25,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_manf,210,135,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_other,59,51,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_prof,107,71,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_pubad,105,67,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_retail,158,91,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_trans,25,30,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059130500,Ind_whlsl,62,63,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Inet_any,1092,258,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Inet_broad,886,275,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Pov_Ov65,411,68,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Pov_Und18,935,468,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_AsnNH,27,34,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_BlkNH,1193,670,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_Hisp,426,252,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_HPI,19,29,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_OthNH,0,14,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rce_WhtNH,1373,293,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Rent30,113,66,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Sch_grad,5,13,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Sch_Kpre,60,49,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Sch_ugrad,94,66,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_car,946,202,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_carpool,130,112,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_home,280,270,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_noveh,0,14,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_pub,0,14,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_taxi,12,18,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059130500,Trn_walk,25,36,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Age05,332,128,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Age18_24,456,182,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059130601,AgeO65,446,134,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059130601,AgeU18,1030,330,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_ba,682,258,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_hsgrad,533,207,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_lesshs,598,354,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_ma,421,204,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_prof_doc,32,42,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ed_somecol,652,256,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Empl_labor,2618,489,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Empl_unemp,249,130,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059130601,HInsur_FBNat,150,167,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059130601,HInsur_FBNC,35,59,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059130601,HInsur_Nat,3125,598,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059130601,HousOwn,1848,531,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130601,HousRent,2399,601,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc_10K,80,93,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc_200K,47,55,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc100K_149K,203,138,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc10K_24K,306,204,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc150K_199K,78,83,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc25K_49K,590,224,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc50K_74K,281,165,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Inc75K_99K,177,113,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_arts,372,201,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_const,88,102,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_edhlth,635,314,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_finan,201,169,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_info,117,124,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_manf,115,142,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_other,165,131,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_prof,247,131,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_pubad,34,40,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_retail,204,123,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_trans,39,60,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059130601,Ind_whlsl,189,147,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Inet_any,1502,276,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Inet_broad,1401,291,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Pov_Ov65,404,58,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Pov_Und18,1030,371,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_AsnNH,193,176,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_BlkNH,1139,398,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_Hisp,800,537,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_HPI,0,14,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_OthNH,0,14,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rce_WhtNH,2016,527,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Rent30,474,232,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Sch_grad,124,99,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Sch_Kpre,212,147,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Sch_ugrad,192,87,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_car,1818,497,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_carpool,230,196,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_home,41,56,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_noveh,189,127,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_pub,152,121,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_taxi,61,73,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059130601,Trn_walk,0,14,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Age05,188,135,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Age18_24,1233,610,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059130602,AgeO65,690,206,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059130602,AgeU18,307,186,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_ba,493,179,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_hsgrad,371,219,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_lesshs,0,14,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_ma,247,127,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_prof_doc,227,121,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ed_somecol,436,201,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Empl_labor,1349,365,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Empl_unemp,22,35,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059130602,HInsur_FBNat,121,137,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059130602,HInsur_FBNC,75,94,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059130602,HInsur_Nat,2624,659,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059130602,HousOwn,1546,424,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130602,HousRent,1621,719,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc_10K,170,179,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc_200K,108,75,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc100K_149K,122,91,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc10K_24K,194,139,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc150K_199K,90,72,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc25K_49K,303,173,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc50K_74K,217,130,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Inc75K_99K,65,60,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_arts,244,156,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_const,66,51,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_edhlth,416,184,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_finan,46,53,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_info,55,85,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_manf,20,32,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_other,64,57,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_prof,85,81,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_pubad,78,76,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_retail,349,257,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_trans,25,38,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059130602,Ind_whlsl,0,14,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Inet_any,1166,263,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Inet_broad,1038,258,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Pov_Ov65,690,216,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Pov_Und18,307,237,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_AsnNH,205,177,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_BlkNH,204,164,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_Hisp,185,137,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_HPI,0,14,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_OthNH,60,96,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rce_WhtNH,2416,605,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Rent30,360,195,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Sch_grad,206,190,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Sch_Kpre,75,91,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Sch_ugrad,894,491,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_car,1082,300,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_carpool,146,109,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_home,220,147,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_noveh,0,14,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_pub,0,14,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_taxi,0,14,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059130602,Trn_walk,0,14,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Age05,123,88,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Age18_24,251,135,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059130701,AgeO65,790,269,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059130701,AgeU18,363,154,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_ba,815,259,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_hsgrad,506,179,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_lesshs,263,243,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_ma,467,162,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_prof_doc,199,100,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ed_somecol,838,339,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Empl_labor,2176,462,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Empl_unemp,45,55,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059130701,HInsur_FBNat,107,116,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059130701,HInsur_FBNC,86,76,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059130701,HInsur_Nat,2928,519,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059130701,HousOwn,2053,469,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130701,HousRent,1559,454,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc_10K,57,67,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc_200K,63,54,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc100K_149K,187,111,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc10K_24K,173,109,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc150K_199K,138,79,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc25K_49K,442,259,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc50K_74K,431,150,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Inc75K_99K,181,110,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_arts,251,151,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_const,34,38,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_edhlth,673,202,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_finan,88,73,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_info,21,34,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_manf,153,128,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_other,72,70,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_prof,335,248,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_pubad,18,28,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_retail,372,165,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_trans,88,115,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059130701,Ind_whlsl,99,97,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Inet_any,1568,251,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Inet_broad,1354,264,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Pov_Ov65,719,270,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Pov_Und18,363,156,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_AsnNH,63,66,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_BlkNH,943,367,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_Hisp,198,183,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_HPI,0,14,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_OthNH,0,14,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rce_WhtNH,2488,445,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Rent30,368,171,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Sch_grad,181,121,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Sch_Kpre,15,29,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Sch_ugrad,195,145,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_car,1843,454,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_carpool,163,141,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_home,159,75,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_noveh,15,25,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_pub,0,14,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_taxi,0,14,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059130701,Trn_walk,0,14,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Age05,77,100,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Age18_24,150,137,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059130702,AgeO65,330,154,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059130702,AgeU18,574,248,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_ba,511,245,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_hsgrad,216,134,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_lesshs,91,86,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_ma,299,150,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_prof_doc,202,115,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ed_somecol,446,192,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Empl_labor,1254,323,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Empl_unemp,12,22,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059130702,HInsur_FBNat,105,93,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059130702,HInsur_FBNC,164,152,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059130702,HInsur_Nat,1982,411,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059130702,HousOwn,695,335,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130702,HousRent,1736,488,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc_10K,28,44,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc_200K,14,24,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc100K_149K,106,92,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc10K_24K,106,101,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc150K_199K,28,43,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc25K_49K,166,107,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc50K_74K,312,147,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Inc75K_99K,350,203,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059130702,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059130702,Ind_arts,0,14,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059130702,Ind_const,85,87,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059130702,Ind_edhlth,524,182,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
