GEOID,var,est,moe,description,source
13059130700,Inc25K_49K,600,202,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2014-2018"
13059130700,Inc50K_74K,612,195,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2014-2018"
13059130700,Inc75K_99K,466,189,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_ag,0,19,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_arts,90,74,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_const,108,81,Population employed in construction,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_edhlth,1286,246,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_finan,75,63,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_info,0,19,Population employed in information,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_manf,200,181,Population employed in manufacturing,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_other,77,68,Population employed in other services,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_prof,291,134,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_pubad,82,59,Population employed in public administration,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_retail,690,326,Population employed in retail,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_trans,37,60,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2014-2018"
13059130700,Ind_whlsl,0,19,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Inet_any,2539,196,Internet: households with any subscription,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Inet_broad,2332,211,Internet: households with broadband,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Pov_Ov65,805,130,Poverty over 65,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Pov_Und18,1296,478,Poverty under 18,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_AI,0,19,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_AsnNH,80,63,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_BlkNH,1263,501,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_Hisp,780,527,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_HPI,0,19,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_OthNH,0,19,Other race non-Hispanic,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rce_WhtNH,3931,611,White non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Rent30,837,247,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Sch_grad,106,74,Enrolled in grad school,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Sch_Kpre,179,109,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Sch_ugrad,683,333,Total in undergraduate,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_car,2158,335,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_carpool,307,184,Commute: carpooled in car,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_home,242,176,Commute: Worked at home,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_noveh,18,28,Commute: no available vehicle,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_pub,143,201,Commute: used public transit,"American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_taxi,88,140,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2014-2018"
13059130700,Trn_walk,0,19,Walked to work,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Age05,321,144,Age under 5 years,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Age18_24,570,176,Age 18-64,"American Community Survey, 5 year sample, 2014-2018"
13059140300,AgeO65,451,131,Age 65 and older,"American Community Survey, 5 year sample, 2014-2018"
13059140300,AgeU18,1372,360,Age under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_ba,271,121,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_hsgrad,1240,207,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_lesshs,1030,286,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_ma,113,71,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_prof_doc,20,37,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ed_somecol,921,250,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Empl_labor,2922,387,Population in labor force,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Empl_unemp,122,89,Population unemployed,"American Community Survey, 5 year sample, 2014-2018"
13059140300,HInsur_FBNat,110,89,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2014-2018"
13059140300,HInsur_FBNC,241,169,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2014-2018"
13059140300,HInsur_Nat,3757,707,Has health insurance native born,"American Community Survey, 5 year sample, 2014-2018"
13059140300,HousOwn,2411,613,Population in owner occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140300,HousRent,3073,787,Population in renter occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc_10K,216,114,"Household income < $10,000","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc_200K,12,18,"Household income > $200,000","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc100K_149K,125,85,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc10K_24K,660,192,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc150K_199K,28,32,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc25K_49K,669,193,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc50K_74K,335,116,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Inc75K_99K,81,51,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_ag,0,19,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_arts,313,134,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_const,242,136,Population employed in construction,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_edhlth,565,149,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_finan,65,53,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_info,10,16,Population employed in information,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_manf,375,149,Population employed in manufacturing,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_other,168,117,Population employed in other services,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_prof,224,111,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_pubad,112,85,Population employed in public administration,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_retail,618,277,Population employed in retail,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_trans,135,67,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2014-2018"
13059140300,Ind_whlsl,42,45,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Inet_any,1361,192,Internet: households with any subscription,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Inet_broad,1182,186,Internet: households with broadband,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Pov_Ov65,451,68,Poverty over 65,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Pov_Und18,1372,490,Poverty under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_AI,41,62,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_AsnNH,0,19,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_BlkNH,2732,724,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_Hisp,1456,454,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_HPI,0,19,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_OthNH,0,19,Other race non-Hispanic,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rce_WhtNH,1217,231,White non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Rent30,671,207,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Sch_grad,55,40,Enrolled in grad school,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Sch_Kpre,188,123,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Sch_ugrad,332,106,Total in undergraduate,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_car,2239,331,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_carpool,415,173,Commute: carpooled in car,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_home,75,85,Commute: Worked at home,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_noveh,78,81,Commute: no available vehicle,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_pub,0,19,Commute: used public transit,"American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_taxi,99,85,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2014-2018"
13059140300,Trn_walk,31,35,Walked to work,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Age05,430,144,Age under 5 years,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Age18_24,283,130,Age 18-64,"American Community Survey, 5 year sample, 2014-2018"
13059140400,AgeO65,337,84,Age 65 and older,"American Community Survey, 5 year sample, 2014-2018"
13059140400,AgeU18,1177,251,Age under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_ba,185,88,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_hsgrad,540,172,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_lesshs,778,224,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_ma,139,81,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_prof_doc,56,47,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ed_somecol,394,145,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Empl_labor,1328,187,Population in labor force,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Empl_unemp,96,90,Population unemployed,"American Community Survey, 5 year sample, 2014-2018"
13059140400,HInsur_FBNat,105,74,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2014-2018"
13059140400,HInsur_FBNC,199,102,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2014-2018"
13059140400,HInsur_Nat,2169,359,Has health insurance native born,"American Community Survey, 5 year sample, 2014-2018"
13059140400,HousOwn,2391,471,Population in owner occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140400,HousRent,1143,498,Population in renter occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc_10K,113,76,"Household income < $10,000","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc_200K,22,31,"Household income > $200,000","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc100K_149K,45,32,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc10K_24K,390,132,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc150K_199K,0,13,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc25K_49K,410,147,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc50K_74K,168,70,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Inc75K_99K,80,48,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_ag,45,61,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_arts,203,102,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_const,197,110,Population employed in construction,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_edhlth,286,92,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_finan,16,22,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_info,0,13,Population employed in information,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_manf,163,87,Population employed in manufacturing,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_other,15,16,Population employed in other services,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_prof,96,89,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_pubad,70,47,Population employed in public administration,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_retail,171,98,Population employed in retail,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_trans,0,13,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2014-2018"
13059140400,Ind_whlsl,28,37,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Inet_any,840,124,Internet: households with any subscription,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Inet_broad,754,132,Internet: households with broadband,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Pov_Ov65,337,65,Poverty over 65,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Pov_Und18,1177,284,Poverty under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_AI,0,13,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_AsnNH,0,13,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_BlkNH,787,200,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_Hisp,2074,435,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_HPI,0,13,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_OthNH,0,13,Other race non-Hispanic,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rce_WhtNH,645,92,White non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Rent30,138,88,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Sch_grad,64,73,Enrolled in grad school,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Sch_Kpre,162,98,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Sch_ugrad,72,47,Total in undergraduate,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_car,1067,171,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_carpool,169,121,Commute: carpooled in car,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_home,0,13,Commute: Worked at home,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_noveh,0,13,Commute: no available vehicle,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_pub,0,13,Commute: used public transit,"American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_taxi,19,24,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2014-2018"
13059140400,Trn_walk,0,13,Walked to work,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Age05,88,78,Age under 5 years,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Age18_24,234,83,Age 18-64,"American Community Survey, 5 year sample, 2014-2018"
13059140500,AgeO65,97,47,Age 65 and older,"American Community Survey, 5 year sample, 2014-2018"
13059140500,AgeU18,427,163,Age under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_ba,81,47,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_hsgrad,436,113,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_lesshs,547,134,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_ma,16,18,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_prof_doc,0,18,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ed_somecol,136,46,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Empl_labor,756,159,Population in labor force,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Empl_unemp,14,18,Population unemployed,"American Community Survey, 5 year sample, 2014-2018"
13059140500,HInsur_FBNat,22,33,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2014-2018"
13059140500,HInsur_FBNC,43,39,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2014-2018"
13059140500,HInsur_Nat,1220,250,Has health insurance native born,"American Community Survey, 5 year sample, 2014-2018"
13059140500,HousOwn,401,196,Population in owner occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140500,HousRent,1292,228,Population in renter occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc_10K,111,65,"Household income < $10,000","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc_200K,0,13,"Household income > $200,000","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc100K_149K,0,18,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc10K_24K,265,99,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc150K_199K,3,6,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc25K_49K,148,56,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc50K_74K,128,43,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Inc75K_99K,27,27,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_ag,0,13,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_arts,105,77,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_const,75,68,Population employed in construction,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_edhlth,167,67,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_finan,0,13,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_info,0,13,Population employed in information,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_manf,119,71,Population employed in manufacturing,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_other,21,20,Population employed in other services,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_prof,98,77,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_pubad,9,14,Population employed in public administration,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_retail,144,85,Population employed in retail,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_trans,21,23,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2014-2018"
13059140500,Ind_whlsl,11,14,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Inet_any,420,81,Internet: households with any subscription,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Inet_broad,318,92,Internet: households with broadband,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Pov_Ov65,97,51,Poverty over 65,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Pov_Und18,427,168,Poverty under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_AI,0,13,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_AsnNH,0,13,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_BlkNH,929,298,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_Hisp,455,249,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_HPI,8,12,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_OthNH,0,13,Other race non-Hispanic,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rce_WhtNH,545,161,White non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Rent30,298,108,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Sch_grad,22,34,Enrolled in grad school,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Sch_Kpre,75,68,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Sch_ugrad,105,63,Total in undergraduate,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_car,495,133,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_carpool,216,117,Commute: carpooled in car,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_home,6,11,Commute: Worked at home,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_noveh,32,39,Commute: no available vehicle,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_pub,18,22,Commute: used public transit,"American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_taxi,35,41,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2014-2018"
13059140500,Trn_walk,0,13,Walked to work,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Age05,201,82,Age under 5 years,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Age18_24,351,123,Age 18-64,"American Community Survey, 5 year sample, 2014-2018"
13059140600,AgeO65,708,132,Age 65 and older,"American Community Survey, 5 year sample, 2014-2018"
13059140600,AgeU18,796,167,Age under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_ba,593,123,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_hsgrad,978,178,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_lesshs,495,121,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_ma,406,157,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_prof_doc,166,76,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ed_somecol,809,191,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Empl_labor,2243,259,Population in labor force,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Empl_unemp,203,115,Population unemployed,"American Community Survey, 5 year sample, 2014-2018"
13059140600,HInsur_FBNat,105,59,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2014-2018"
13059140600,HInsur_FBNC,108,83,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2014-2018"
13059140600,HInsur_Nat,3658,292,Has health insurance native born,"American Community Survey, 5 year sample, 2014-2018"
13059140600,HousOwn,2539,346,Population in owner occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140600,HousRent,2031,395,Population in renter occupied housing,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc_10K,112,50,"Household income < $10,000","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc_200K,18,15,"Household income > $200,000","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc100K_149K,267,76,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc10K_24K,455,140,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc150K_199K,37,28,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc25K_49K,516,133,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc50K_74K,273,87,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Inc75K_99K,219,72,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_ag,17,20,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_arts,229,105,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_const,88,59,Population employed in construction,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_edhlth,740,158,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_finan,84,64,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_info,37,28,Population employed in information,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_manf,241,94,Population employed in manufacturing,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_other,133,54,Population employed in other services,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_prof,149,94,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_pubad,115,56,Population employed in public administration,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_retail,227,85,Population employed in retail,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_trans,99,54,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2014-2018"
13059140600,Ind_whlsl,66,36,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Inet_any,1465,119,Internet: households with any subscription,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Inet_broad,1327,104,Internet: households with broadband,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Pov_Ov65,708,101,Poverty over 65,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Pov_Und18,796,199,Poverty under 18,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Rce_AI,0,13,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Rce_AsnNH,119,138,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Rce_BlkNH,1249,265,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Rce_Hisp,514,219,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2014-2018"
13059140600,Rce_HPI,0,13,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2014-2018"
